sales_order_item_id,sales_order_id,product_id,quantity,unit_price,line_amount,created_date
59,520,168,2,4149.01,8298.02,2024-10-23 21:41:30
60,4249,54,12,663.76,7965.12,2025-10-05 2:32:56
61,4387,51,6,2315.26,13891.56,2025-07-14 23:41:30
62,4389,102,8,3039.25,24314,2025-02-18 4:53:05
63,2378,42,12,4108.89,49306.68,2025-12-31 19:02:07
64,2716,106,7,176.49,1235.43,2024-10-08 11:29:07
65,4530,188,8,2304.17,18433.36,2025-12-23 3:22:33
66,112,10,1,1584.58,1584.58,2025-11-21 9:57:51
67,4314,27,17,3131.32,53232.44,2026-03-30 17:24:20
68,3260,125,2,686.96,1373.92,2025-05-25 4:15:47
69,1286,73,10,639.97,6399.7,2025-09-29 2:20:42
70,199,59,8,3242.07,25936.56,2024-06-21 16:01:15
71,277,70,4,1175.48,4701.92,2025-11-11 13:21:06
72,3096,168,13,4149.01,53937.13,2025-02-25 9:05:49
73,1075,190,9,2094.29,18848.61,2024-11-28 21:12:48
74,696,20,3,379.67,1139.01,2025-06-09 13:39:04
75,4133,185,14,886.72,12414.08,2025-05-16 20:08:43
76,166,4,18,3456.14,62210.52,2026-01-21 17:24:27
77,4956,39,4,2994.2,11976.8,2025-03-11 11:17:39
78,4819,101,7,3728.41,26098.87,2026-02-11 5:29:02
79,4962,80,11,3137.73,34515.03,2025-02-10 12:56:34
80,3483,132,1,1799.78,1799.78,2025-12-16 4:51:36
81,2476,71,15,3726.08,55891.2,2024-07-20 15:37:23
82,1661,26,9,310.55,2794.95,2025-11-25 2:00:40
83,4721,121,13,3180.67,41348.71,2024-12-19 10:37:57
84,2386,110,3,4568.3,13704.9,2026-04-15 6:35:19
85,1821,105,18,4517.98,81323.64,2024-07-20 5:06:33
86,2282,124,10,589.44,5894.4,2025-12-30 18:17:35
87,4369,130,8,2229.03,17832.24,2024-07-01 1:30:59
88,3133,5,16,474.34,7589.44,2025-07-29 9:05:34
89,3225,96,18,1004.09,18073.62,2026-04-08 8:43:12
90,888,116,8,2687.5,21500,2024-08-20 9:32:40
91,4734,7,13,2659.3,34570.9,2026-01-18 9:09:01
92,1902,115,12,1835.22,22022.64,2026-04-19 12:25:58
93,3906,145,4,554.18,2216.72,2025-07-03 12:42:58
94,2545,86,5,3982.76,19913.8,2025-10-13 21:19:21
95,686,25,18,4950.26,89104.68,2025-12-01 17:09:49
96,1387,54,16,663.76,10620.16,2025-07-10 6:12:38
97,4862,64,3,1388.47,4165.41,2026-04-26 13:23:09
98,1158,104,20,3839.68,76793.6,2024-12-22 7:03:27
99,3880,134,19,1068.41,20299.79,2025-09-11 23:11:34
100,1905,16,16,3192.97,51087.52,2024-06-28 9:59:27
101,2065,106,10,176.49,1764.9,2026-05-09 10:01:20
102,2768,39,2,2994.2,5988.4,2025-06-10 8:37:59
103,2634,177,19,1367.79,25988.01,2026-04-29 16:00:24
104,4905,105,1,4517.98,4517.98,2024-09-06 3:57:40
105,2197,177,7,1367.79,9574.53,2025-03-12 23:27:23
106,4608,126,18,4747.41,85453.38,2025-10-04 23:01:03
107,4095,81,8,189.14,1513.12,2025-07-04 11:16:08
108,2637,119,16,1176.77,18828.32,2026-01-23 15:59:51
109,4215,143,3,3711.17,11133.51,2024-08-08 5:50:14
110,861,109,3,4383.54,13150.62,2025-07-25 2:04:13
111,3078,33,1,3941.26,3941.26,2026-01-10 5:59:12
112,1328,134,4,1068.41,4273.64,2025-05-28 12:55:00
113,1362,51,15,2315.26,34728.9,2025-01-18 6:27:37
114,932,10,14,1584.58,22184.12,2025-09-10 11:41:14
115,4057,44,17,915.63,15565.71,2024-09-07 5:45:24
116,3992,36,18,3965.22,71373.96,2024-12-19 15:38:36
117,3426,103,1,958.76,958.76,2024-07-03 8:56:33
118,2431,31,14,1447.64,20266.96,2026-04-03 10:25:02
119,2411,185,9,886.72,7980.48,2024-06-05 20:09:26
120,4281,83,20,460.99,9219.8,2025-11-20 20:56:02
121,3045,145,6,554.18,3325.08,2025-06-25 6:39:46
122,1160,75,17,4553.1,77402.7,2024-12-23 2:47:44
123,1675,158,12,3437.24,41246.88,2025-11-13 8:38:38
124,4255,155,9,4441.57,39974.13,2025-07-25 2:40:43
125,3868,119,7,1176.77,8237.39,2025-05-26 11:43:58
126,2705,192,5,2305.88,11529.4,2024-12-22 15:31:22
127,1346,135,16,1225.41,19606.56,2024-09-07 9:52:02
128,81,82,14,3425.15,47952.1,2025-06-27 16:14:32
129,1469,39,16,2994.2,47907.2,2025-07-07 4:51:05
130,550,2,10,2587.97,25879.7,2024-11-25 19:25:13
131,1538,52,4,1815.28,7261.12,2025-10-06 17:23:45
132,4406,118,11,4113.86,45252.46,2024-07-07 23:47:37
133,776,16,20,3192.97,63859.4,2025-06-02 3:19:12
134,3840,153,6,2156.69,12940.14,2024-09-16 23:27:10
135,547,90,18,1211.74,21811.32,2025-08-30 12:47:13
136,1852,89,1,404.05,404.05,2025-10-13 22:36:57
137,1579,71,10,3726.08,37260.8,2025-04-24 20:42:24
138,3492,150,10,1617.34,16173.4,2025-04-30 20:21:14
139,3009,160,13,3725.5,48431.5,2026-04-14 14:29:32
140,2087,144,18,2386.47,42956.46,2024-05-22 10:12:00
141,1660,20,19,379.67,7213.73,2025-09-06 11:26:02
142,1249,27,7,3131.32,21919.24,2024-11-24 7:50:29
143,2294,46,9,1673.21,15058.89,2025-02-10 20:09:55
144,4618,27,5,3131.32,15656.6,2026-02-05 1:09:41
145,4279,151,13,1382.33,17970.29,2024-11-28 1:05:59
146,2705,148,19,2137.11,40605.09,2025-11-28 2:21:51
147,4955,71,20,3726.08,74521.6,2025-10-08 23:38:52
148,3879,54,6,663.76,3982.56,2025-10-11 15:31:44
149,22,60,7,1466.39,10264.73,2025-06-20 21:47:54
150,749,158,5,3437.24,17186.2,2025-02-03 3:31:49
151,1175,43,16,2357.8,37724.8,2024-09-04 15:19:18
152,3,83,3,460.99,1382.97,2024-11-20 13:41:40
153,428,36,17,3965.22,67408.74,2025-08-16 5:01:34
154,3602,109,16,4383.54,70136.64,2024-10-10 17:34:43
155,2680,78,17,3466.6,58932.2,2024-07-01 23:30:15
156,961,62,18,731.76,13171.68,2025-01-22 6:40:35
157,3222,97,13,542.2,7048.6,2024-09-18 15:16:58
158,3887,91,10,3193.14,31931.4,2025-07-02 6:16:20
159,4277,82,17,3425.15,58227.55,2024-08-29 0:53:14
160,641,155,7,4441.57,31090.99,2024-12-31 12:26:46
161,1361,163,9,266.72,2400.48,2026-05-03 8:35:38
162,1171,112,18,4023.12,72416.16,2025-07-08 10:47:47
163,3618,126,9,4747.41,42726.69,2024-06-10 5:08:15
164,986,143,14,3711.17,51956.38,2025-03-12 11:41:38
165,2853,46,1,1673.21,1673.21,2025-06-03 19:25:34
166,2996,120,12,1646.75,19761,2026-01-09 14:29:48
167,3475,55,20,2428.71,48574.2,2025-03-14 8:26:36
168,4586,49,13,1579.44,20532.72,2026-03-26 5:43:09
169,3066,46,1,1673.21,1673.21,2025-09-18 15:17:11
170,1605,114,12,3623.84,43486.08,2026-04-07 13:35:18
171,4310,50,1,4325.9,4325.9,2024-07-04 2:58:41
172,4803,80,11,3137.73,34515.03,2025-09-19 14:12:14
173,771,95,9,3454.66,31091.94,2026-03-25 20:57:32
174,4119,4,20,3456.14,69122.8,2025-11-18 11:39:21
175,2237,9,9,1264.5,11380.5,2025-08-24 17:03:33
176,3922,102,2,3039.25,6078.5,2026-01-26 21:14:16
177,2073,71,2,3726.08,7452.16,2026-01-10 6:29:09
178,4688,8,16,1660.65,26570.4,2025-10-26 0:17:41
179,4978,162,15,2059.94,30899.1,2025-11-13 20:27:29
180,4017,45,16,4845.59,77529.44,2025-03-27 22:40:57
181,4470,27,2,3131.32,6262.64,2024-06-13 5:39:13
182,3028,8,20,1660.65,33213,2025-02-21 3:15:14
183,1255,181,6,1549.01,9294.06,2025-08-02 5:05:08
184,1079,22,14,601.07,8414.98,2024-08-13 21:16:46
185,979,15,15,4871.73,73075.95,2024-07-09 12:09:33
186,511,81,4,189.14,756.56,2024-05-17 18:10:18
187,4458,72,7,3964.04,27748.28,2026-04-08 10:09:47
188,137,86,11,3982.76,43810.36,2024-09-25 8:13:31
189,1387,151,12,1382.33,16587.96,2026-04-04 16:29:53
190,4230,4,13,3456.14,44929.82,2025-08-07 17:27:23
191,3411,171,2,2835.94,5671.88,2025-12-20 16:35:54
192,533,50,17,4325.9,73540.3,2026-03-07 13:34:43
193,1209,187,9,4310.2,38791.8,2025-11-14 8:32:21
194,688,45,15,4845.59,72683.85,2026-03-30 20:43:17
195,365,71,20,3726.08,74521.6,2025-02-03 11:44:19
196,1628,177,17,1367.79,23252.43,2024-06-29 13:20:42
197,3353,45,1,4845.59,4845.59,2025-08-13 14:14:37
198,2550,71,18,3726.08,67069.44,2026-02-07 3:43:06
199,2873,31,11,1447.64,15924.04,2025-08-03 4:20:41
200,3820,146,3,226.39,679.17,2025-09-15 0:37:15
201,4639,119,3,1176.77,3530.31,2026-04-22 11:50:09
202,953,24,6,1908.09,11448.54,2025-01-31 13:56:46
203,708,48,11,4726.52,51991.72,2026-01-04 5:59:48
204,4843,161,1,2786.29,2786.29,2025-02-05 16:35:49
205,1388,3,7,3603.17,25222.19,2024-05-18 1:45:01
206,3069,118,3,4113.86,12341.58,2026-05-04 22:59:13
207,2022,79,7,4263.18,29842.26,2026-01-05 6:34:23
208,1088,80,2,3137.73,6275.46,2025-02-21 14:03:39
209,3108,181,10,1549.01,15490.1,2024-09-26 0:06:15
210,1459,72,5,3964.04,19820.2,2025-04-08 0:11:51
211,4629,81,14,189.14,2647.96,2024-07-03 23:13:55
212,1852,49,9,1579.44,14214.96,2025-11-25 16:43:27
213,1633,46,10,1673.21,16732.1,2024-09-19 1:19:00
214,2125,179,15,577.95,8669.25,2024-10-19 20:01:47
215,2168,24,16,1908.09,30529.44,2025-10-08 4:05:21
216,2910,149,12,4549.41,54592.92,2026-03-27 18:03:56
217,2858,198,17,4791.53,81456.01,2026-02-26 20:36:25
218,3684,162,6,2059.94,12359.64,2025-01-07 13:59:53
219,301,150,13,1617.34,21025.42,2025-09-22 22:19:34
220,1276,138,19,3945.33,74961.27,2025-05-19 17:12:38
221,1726,180,14,3394.31,47520.34,2024-06-27 10:29:14
222,2842,166,10,1844.13,18441.3,2024-06-10 11:56:31
223,1700,88,17,2833.98,48177.66,2026-02-27 8:06:39
224,4519,191,9,4831.34,43482.06,2025-01-07 1:23:16
225,744,132,7,1799.78,12598.46,2025-07-05 16:45:04
226,2116,56,15,3048.27,45724.05,2024-09-17 4:04:31
227,2137,9,4,1264.5,5058,2026-05-11 8:18:49
228,4236,169,6,1373.62,8241.72,2025-12-22 12:34:19
229,3893,36,15,3965.22,59478.3,2025-09-02 12:47:18
230,4808,83,12,460.99,5531.88,2025-12-06 23:33:50
231,4619,97,19,542.2,10301.8,2025-09-14 16:18:12
232,278,83,4,460.99,1843.96,2026-02-09 6:19:36
233,2940,3,6,3603.17,21619.02,2026-03-19 13:56:20
234,3453,122,11,1517.93,16697.23,2025-09-12 18:02:19
235,2759,166,4,1844.13,7376.52,2025-11-06 17:26:24
236,1533,92,10,56.89,568.9,2024-11-12 1:16:10
237,1334,120,18,1646.75,29641.5,2024-10-03 13:55:41
238,1526,193,1,4223.98,4223.98,2026-01-06 10:50:56
239,3597,158,15,3437.24,51558.6,2025-03-24 2:27:11
240,4863,148,14,2137.11,29919.54,2024-06-09 4:56:10
241,3272,122,8,1517.93,12143.44,2025-03-27 13:11:54
242,2070,186,12,1158.25,13899,2026-04-28 18:59:13
243,4923,87,16,2159.13,34546.08,2026-04-05 11:37:29
244,3287,77,2,3909.81,7819.62,2024-07-28 12:05:45
245,1920,196,17,391.13,6649.21,2025-06-28 10:13:16
246,884,108,14,2083.36,29167.04,2024-12-10 0:17:21
247,2207,148,13,2137.11,27782.43,2025-06-05 13:18:50
248,4859,8,6,1660.65,9963.9,2025-11-23 5:59:26
249,4196,43,10,2357.8,23578,2025-03-15 8:31:25
250,4890,179,17,577.95,9825.15,2025-03-11 2:30:37
251,1626,146,5,226.39,1131.95,2024-05-31 18:58:58
252,1065,170,11,1761.61,19377.71,2025-05-09 0:40:22
253,441,24,10,1908.09,19080.9,2025-11-11 2:55:29
254,1159,89,15,404.05,6060.75,2025-06-04 5:33:21
255,3244,43,15,2357.8,35367,2024-10-27 7:31:32
256,7,169,5,1373.62,6868.1,2025-10-25 4:27:13
257,1642,45,10,4845.59,48455.9,2025-11-25 16:59:15
258,2520,21,6,4057.6,24345.6,2025-12-17 9:03:40
259,1935,53,14,3802.35,53232.9,2026-01-13 7:50:09
260,739,186,8,1158.25,9266,2025-09-12 4:03:32
261,1263,176,18,786.34,14154.12,2025-06-28 8:55:16
262,3066,2,16,2587.97,41407.52,2025-07-29 8:57:50
263,1306,89,4,404.05,1616.2,2026-04-12 23:08:09
264,3857,141,13,1797.63,23369.19,2024-06-30 6:43:04
265,1741,121,13,3180.67,41348.71,2025-11-05 22:59:04
266,3797,181,8,1549.01,12392.08,2024-07-01 5:49:19
267,785,100,5,3893.77,19468.85,2025-09-08 14:46:18
268,2608,196,5,391.13,1955.65,2025-11-19 2:27:01
269,3276,198,11,4791.53,52706.83,2024-10-23 2:26:10
270,2320,173,14,2657.11,37199.54,2025-06-26 11:19:50
271,4891,101,18,3728.41,67111.38,2025-12-28 20:40:48
272,588,89,16,404.05,6464.8,2024-06-23 21:05:53
273,4805,7,8,2659.3,21274.4,2024-11-02 11:03:03
274,4986,46,8,1673.21,13385.68,2024-11-25 12:16:26
275,3024,93,11,3391.28,37304.08,2026-01-23 10:28:49
276,4108,1,20,3508.91,70178.2,2025-07-10 14:58:41
277,4909,193,13,4223.98,54911.74,2025-06-15 22:09:56
278,633,166,8,1844.13,14753.04,2024-12-19 2:44:19
279,1132,128,7,4170.13,29190.91,2026-01-11 3:31:31
280,363,55,10,2428.71,24287.1,2026-03-12 2:11:01
281,3567,24,11,1908.09,20988.99,2025-10-07 9:06:24
282,3147,168,6,4149.01,24894.06,2026-03-24 13:11:41
283,3488,39,10,2994.2,29942,2026-03-03 13:59:34
284,2549,100,16,3893.77,62300.32,2025-05-20 15:44:48
285,286,67,14,2238.27,31335.78,2025-09-25 18:39:51
286,1471,42,13,4108.89,53415.57,2025-11-03 12:31:30
287,4239,28,15,793.71,11905.65,2025-01-26 2:05:10
288,677,89,4,404.05,1616.2,2025-02-20 0:01:07
289,3314,4,6,3456.14,20736.84,2025-05-17 14:14:35
290,2614,33,19,3941.26,74883.94,2025-06-28 9:33:57
291,4154,99,15,1985.07,29776.05,2025-11-17 22:41:41
292,95,125,13,686.96,8930.48,2024-05-30 0:50:03
293,3461,198,2,4791.53,9583.06,2025-12-23 21:03:34
294,2482,109,9,4383.54,39451.86,2024-11-06 15:16:11
295,950,155,15,4441.57,66623.55,2025-08-01 23:19:08
296,4113,96,16,1004.09,16065.44,2025-02-02 18:33:41
297,2745,137,12,4067.13,48805.56,2024-12-23 7:58:39
298,915,46,14,1673.21,23424.94,2024-05-31 5:03:38
299,4356,195,13,3731.57,48510.41,2025-10-30 13:10:48
300,656,39,1,2994.2,2994.2,2025-12-10 12:35:50
301,2762,182,19,283.36,5383.84,2024-05-26 5:40:18
302,2113,51,17,2315.26,39359.42,2025-06-23 17:32:31
303,3728,112,2,4023.12,8046.24,2024-06-21 3:25:57
304,3808,73,2,639.97,1279.94,2025-03-21 9:00:51
305,996,126,15,4747.41,71211.15,2025-05-16 5:15:45
306,3008,13,20,1488.27,29765.4,2026-05-09 20:24:33
307,3026,65,14,1343.19,18804.66,2024-11-12 1:23:48
308,2765,173,10,2657.11,26571.1,2025-03-29 7:56:52
309,193,139,9,4937.76,44439.84,2025-02-01 17:17:27
310,1465,76,12,2055.79,24669.48,2024-06-17 11:00:33
311,3417,5,15,474.34,7115.1,2025-01-01 8:27:46
312,2660,77,2,3909.81,7819.62,2025-04-12 3:48:04
313,4881,29,12,791.1,9493.2,2025-04-17 4:10:49
314,300,137,13,4067.13,52872.69,2025-08-19 6:39:00
315,2037,45,3,4845.59,14536.77,2025-08-26 11:16:46
316,4383,25,5,4950.26,24751.3,2024-10-19 4:47:51
317,1185,163,16,266.72,4267.52,2025-02-27 7:56:01
318,3532,71,12,3726.08,44712.96,2026-01-29 15:04:35
319,3753,177,20,1367.79,27355.8,2025-11-01 17:49:21
320,2000,188,17,2304.17,39170.89,2024-08-22 12:08:18
321,4662,118,2,4113.86,8227.72,2024-09-03 21:28:59
322,627,84,12,3522.42,42269.04,2025-04-30 9:53:48
323,314,38,20,4713.95,94279,2025-11-25 13:59:17
324,829,98,17,2878.31,48931.27,2024-05-17 21:50:56
325,646,87,10,2159.13,21591.3,2024-10-23 0:34:12
326,3462,103,1,958.76,958.76,2026-03-10 20:48:37
327,1507,192,9,2305.88,20752.92,2024-07-20 21:21:36
328,650,111,4,4837.25,19349,2026-03-07 13:13:25
329,1570,147,9,4820.49,43384.41,2024-10-28 7:51:13
330,2484,158,17,3437.24,58433.08,2025-10-10 11:35:30
331,4417,63,2,2546.12,5092.24,2025-07-08 9:02:19
332,3066,147,16,4820.49,77127.84,2025-10-16 3:57:43
333,1763,195,14,3731.57,52241.98,2026-03-23 14:34:30
334,2252,192,6,2305.88,13835.28,2025-06-17 17:39:22
335,2268,129,2,173.25,346.5,2025-07-27 0:06:05
336,4954,103,6,958.76,5752.56,2025-06-06 6:23:17
337,2335,70,1,1175.48,1175.48,2026-02-17 17:57:47
338,3336,54,1,663.76,663.76,2024-07-21 23:43:49
339,3395,169,5,1373.62,6868.1,2025-02-20 2:49:45
340,2251,69,15,4349.31,65239.65,2025-04-11 7:13:03
341,4908,163,11,266.72,2933.92,2025-03-17 3:50:21
342,796,57,8,1560.64,12485.12,2025-02-23 12:20:07
343,149,182,11,283.36,3116.96,2025-12-06 4:28:44
344,1811,17,20,2874.58,57491.6,2025-09-09 9:35:36
345,2358,187,20,4310.2,86204,2024-10-19 21:43:13
346,3774,151,14,1382.33,19352.62,2026-03-28 9:02:03
347,4877,85,18,3473.07,62515.26,2024-05-23 5:27:52
348,3188,122,18,1517.93,27322.74,2024-06-17 5:24:31
349,103,88,11,2833.98,31173.78,2025-10-26 6:09:48
350,2619,89,15,404.05,6060.75,2025-04-15 12:01:21
351,1244,119,16,1176.77,18828.32,2024-09-09 2:49:06
352,1726,137,6,4067.13,24402.78,2024-10-17 16:45:30
353,3196,66,13,1499.79,19497.27,2025-09-26 21:46:54
354,265,170,19,1761.61,33470.59,2026-01-26 10:39:14
355,644,162,16,2059.94,32959.04,2025-02-01 17:07:00
356,4599,89,3,404.05,1212.15,2024-09-17 20:55:57
357,1701,192,17,2305.88,39199.96,2025-10-01 10:36:05
358,3025,78,10,3466.6,34666,2026-02-05 21:15:32
359,2584,116,15,2687.5,40312.5,2024-06-10 23:54:53
360,243,40,20,3022.53,60450.6,2024-08-28 7:54:50
361,4792,43,20,2357.8,47156,2025-11-11 19:12:25
362,2881,145,14,554.18,7758.52,2025-02-11 15:08:05
363,3403,196,1,391.13,391.13,2025-08-28 21:28:19
364,2326,143,16,3711.17,59378.72,2025-06-17 12:20:33
365,1923,97,18,542.2,9759.6,2025-09-28 22:56:32
366,1079,97,20,542.2,10844,2024-09-14 15:24:47
367,1012,25,13,4950.26,64353.38,2025-03-13 14:06:17
368,1789,55,4,2428.71,9714.84,2026-04-08 15:14:03
369,4676,75,6,4553.1,27318.6,2025-11-26 14:56:06
370,1304,197,13,977.58,12708.54,2026-03-14 21:47:50
371,4507,105,12,4517.98,54215.76,2026-02-03 19:43:11
372,1784,108,20,2083.36,41667.2,2024-10-19 22:55:16
373,2285,82,12,3425.15,41101.8,2026-02-11 2:39:28
374,866,171,11,2835.94,31195.34,2024-10-04 2:27:29
375,4115,138,18,3945.33,71015.94,2026-02-02 11:22:48
376,3213,58,13,475.11,6176.43,2024-10-26 9:56:11
377,4054,194,15,2008.24,30123.6,2024-08-11 23:17:12
378,2346,116,6,2687.5,16125,2025-05-03 9:40:17
379,1456,103,10,958.76,9587.6,2025-10-28 14:29:09
380,28,137,11,4067.13,44738.43,2024-08-13 9:09:32
381,3802,168,6,4149.01,24894.06,2025-12-03 0:21:05
382,806,99,19,1985.07,37716.33,2024-12-17 13:41:55
383,3426,108,14,2083.36,29167.04,2025-06-29 23:10:20
384,1548,163,1,266.72,266.72,2024-09-16 21:39:02
385,1837,36,20,3965.22,79304.4,2025-06-07 11:20:22
386,4124,21,20,4057.6,81152,2026-03-08 14:31:02
387,4675,188,14,2304.17,32258.38,2025-02-06 23:17:34
388,188,84,20,3522.42,70448.4,2025-06-04 19:45:40
389,2048,43,19,2357.8,44798.2,2025-05-19 4:34:57
390,3866,176,3,786.34,2359.02,2025-08-05 21:26:21
391,3034,6,20,1224.09,24481.8,2024-08-21 18:25:34
392,3190,142,17,88.75,1508.75,2024-08-01 8:10:31
393,1582,42,15,4108.89,61633.35,2024-10-05 9:39:35
394,3024,186,8,1158.25,9266,2025-06-11 22:23:48
395,1436,121,7,3180.67,22264.69,2026-03-27 17:02:35
396,2644,34,10,2727.37,27273.7,2024-12-22 19:21:32
397,531,8,7,1660.65,11624.55,2026-01-13 10:53:24
398,4732,119,15,1176.77,17651.55,2024-06-22 19:25:56
399,2008,176,20,786.34,15726.8,2025-07-03 20:12:01
400,3635,62,6,731.76,4390.56,2024-11-09 9:52:44
401,3780,129,4,173.25,693,2025-03-05 4:34:23
402,4949,85,6,3473.07,20838.42,2024-06-15 22:39:06
403,2006,119,3,1176.77,3530.31,2024-09-08 20:15:17
404,57,192,2,2305.88,4611.76,2026-01-11 20:45:05
405,3329,134,16,1068.41,17094.56,2025-08-01 0:22:08
406,3157,19,14,579.29,8110.06,2024-11-12 17:44:58
407,2131,184,18,608.72,10956.96,2024-07-07 11:49:09
408,992,184,20,608.72,12174.4,2025-11-04 6:33:12
409,4376,183,1,3839.07,3839.07,2024-07-27 22:32:17
410,3593,124,2,589.44,1178.88,2025-10-18 22:36:03
411,2400,102,2,3039.25,6078.5,2025-01-31 19:08:44
412,2977,103,17,958.76,16298.92,2024-12-21 1:46:53
413,3605,110,4,4568.3,18273.2,2024-07-23 9:18:17
414,849,38,9,4713.95,42425.55,2026-01-07 11:57:23
415,4750,193,4,4223.98,16895.92,2024-08-07 8:45:40
416,1385,94,14,4726.73,66174.22,2024-10-27 15:16:14
417,2784,37,8,2348.8,18790.4,2026-01-04 18:55:37
418,3954,54,9,663.76,5973.84,2024-06-21 11:06:20
419,796,85,3,3473.07,10419.21,2025-06-16 1:45:26
420,3754,182,16,283.36,4533.76,2025-10-23 17:21:32
421,2005,194,9,2008.24,18074.16,2025-12-18 12:48:24
422,2806,76,15,2055.79,30836.85,2026-04-01 10:46:51
423,2709,116,9,2687.5,24187.5,2024-06-06 4:36:50
424,4655,71,20,3726.08,74521.6,2025-08-24 7:03:03
425,293,195,5,3731.57,18657.85,2025-10-04 21:48:12
426,1213,134,10,1068.41,10684.1,2025-11-23 0:44:46
427,213,57,12,1560.64,18727.68,2025-03-30 3:08:44
428,4617,93,10,3391.28,33912.8,2024-08-27 19:04:56
429,2513,184,6,608.72,3652.32,2026-01-04 6:35:04
430,4651,163,10,266.72,2667.2,2025-10-15 3:47:38
431,3894,183,15,3839.07,57586.05,2025-05-26 8:59:19
432,2416,40,5,3022.53,15112.65,2026-03-03 21:16:47
433,1201,156,10,1999.66,19996.6,2024-07-07 4:57:10
434,3148,66,8,1499.79,11998.32,2025-06-03 0:33:04
435,230,55,19,2428.71,46145.49,2024-06-06 0:17:04
436,2482,38,19,4713.95,89565.05,2025-01-24 14:11:09
437,99,67,12,2238.27,26859.24,2026-02-19 4:11:26
438,4167,191,17,4831.34,82132.78,2025-06-02 2:49:19
439,3325,123,20,236.28,4725.6,2026-03-19 16:33:07
440,1396,89,5,404.05,2020.25,2024-07-27 20:23:00
441,4810,129,11,173.25,1905.75,2024-08-28 23:30:59
442,4288,96,13,1004.09,13053.17,2025-11-09 16:29:18
