sales_order_id,order_number,customer_id,order_date,order_status,total_amount,created_date,modified_date
34,SO000034,130,2024-12-23 14:11:59,Cancelled,54849.17,2024-12-23 14:11:59,2025-01-01 14:11:59
35,SO000035,77,2024-12-21 10:41:31,Shipped,137730.11,2024-12-21 10:41:31,2025-01-17 10:41:31
36,SO000036,299,2025-08-19 2:55:01,Confirmed,120313.94,2025-08-19 2:55:01,2025-08-21 2:55:01
37,SO000037,180,2025-02-27 20:24:05,Shipped,110540.03,2025-02-27 20:24:05,2025-03-28 20:24:05
38,SO000038,336,2024-10-08 0:17:06,Delivered,5304.96,2024-10-08 0:17:06,2024-11-07 0:17:06
39,SO000039,305,2024-09-03 1:53:26,Pending,79460.94,2024-09-03 1:53:26,2024-09-07 1:53:26
40,SO000040,287,2024-09-03 16:42:24,Delivered,97203.96,2024-09-03 16:42:24,2024-09-12 16:42:24
41,SO000041,406,2026-03-16 19:52:17,Shipped,42350.13,2026-03-16 19:52:17,2026-04-05 19:52:17
42,SO000042,66,2024-05-14 2:57:13,Cancelled,19231.38,2024-05-14 2:57:13,2024-06-09 2:57:13
43,SO000043,331,2025-11-04 22:24:53,Delivered,49124.74,2025-11-04 22:24:53,2025-11-06 22:24:53
44,SO000044,186,2025-05-26 21:50:44,Pending,6399.7,2025-05-26 21:50:44,2025-06-11 21:50:44
45,SO000045,159,2025-01-18 22:01:20,Confirmed,0,2025-01-18 22:01:20,2025-01-29 22:01:20
46,SO000046,110,2024-09-25 18:30:31,Shipped,50006.43,2024-09-25 18:30:31,2024-10-25 18:30:31
47,SO000047,393,2024-12-01 13:15:01,Delivered,82393.98,2024-12-01 13:15:01,2024-12-31 13:15:01
48,SO000048,116,2025-10-15 18:17:56,Confirmed,4431.6,2025-10-15 18:17:56,2025-10-21 18:17:56
49,SO000049,40,2025-03-21 4:16:45,Shipped,27488.68,2025-03-21 4:16:45,2025-03-25 4:16:45
50,SO000050,404,2026-01-31 22:51:31,Pending,77853.81,2026-01-31 22:51:31,2026-02-27 22:51:31
51,SO000051,395,2025-05-16 4:44:46,Cancelled,46680.77,2025-05-16 4:44:46,2025-06-01 4:44:46
52,SO000052,379,2025-06-30 16:21:57,Cancelled,61129.84,2025-06-30 16:21:57,2025-07-26 16:21:57
53,SO000053,339,2025-05-25 13:52:46,Shipped,12407.76,2025-05-25 13:52:46,2025-05-26 13:52:46
54,SO000054,393,2024-09-30 19:16:24,Cancelled,47161.88,2024-09-30 19:16:24,2024-10-28 19:16:24
55,SO000055,306,2024-11-07 7:45:55,Delivered,67325.24,2024-11-07 7:45:55,2024-11-11 7:45:55
56,SO000056,84,2024-06-01 2:24:22,Confirmed,25101.84,2024-06-01 2:24:22,2024-06-05 2:24:22
57,SO000057,355,2024-10-02 22:32:09,Cancelled,102978.93,2024-10-02 22:32:09,2024-10-28 22:32:09
58,SO000058,463,2026-02-03 15:36:28,Confirmed,41895.07,2026-02-03 15:36:28,2026-02-28 15:36:28
59,SO000059,225,2025-04-01 9:38:58,Pending,35114,2025-04-01 9:38:58,2025-04-24 9:38:58
60,SO000060,187,2026-02-02 5:38:48,Confirmed,172014.43,2026-02-02 5:38:48,2026-02-15 5:38:48
61,SO000061,313,2024-06-07 7:45:07,Shipped,54829.27,2024-06-07 7:45:07,2024-06-21 7:45:07
62,SO000062,384,2025-05-13 20:10:10,Delivered,4119.88,2025-05-13 20:10:10,2025-06-06 20:10:10
63,SO000063,274,2025-11-24 19:00:21,Confirmed,118110.36,2025-11-24 19:00:21,2025-12-01 19:00:21
64,SO000064,495,2024-11-06 17:33:38,Delivered,56984.81,2024-11-06 17:33:38,2024-11-15 17:33:38
65,SO000065,428,2024-06-24 22:10:18,Confirmed,0,2024-06-24 22:10:18,2024-07-22 22:10:18
66,SO000066,348,2026-03-25 20:55:34,Cancelled,41007.73,2026-03-25 20:55:34,2026-04-05 20:55:34
67,SO000067,237,2024-09-15 1:02:22,Shipped,115187.22,2024-09-15 1:02:22,2024-09-29 1:02:22
68,SO000068,196,2026-01-18 7:51:10,Cancelled,77497.73,2026-01-18 7:51:10,2026-02-11 7:51:10
69,SO000069,215,2024-06-29 17:58:53,Confirmed,21972.86,2024-06-29 17:58:53,2024-07-15 17:58:53
70,SO000070,103,2024-08-30 21:27:52,Cancelled,23451.01,2024-08-30 21:27:52,2024-09-25 21:27:52
71,SO000071,447,2024-12-17 21:20:43,Shipped,97600.26,2024-12-17 21:20:43,2024-12-21 21:20:43
72,SO000072,329,2025-08-19 21:34:07,Delivered,23508.21,2025-08-19 21:34:07,2025-08-20 21:34:07
73,SO000073,191,2024-09-26 8:42:52,Cancelled,0,2024-09-26 8:42:52,2024-10-23 8:42:52
74,SO000074,53,2025-04-27 9:32:56,Cancelled,125939.8,2025-04-27 9:32:56,2025-05-26 9:32:56
75,SO000075,64,2026-01-26 17:36:56,Shipped,141960.17,2026-01-26 17:36:56,2026-02-22 17:36:56
76,SO000076,391,2024-09-24 0:07:52,Confirmed,46612.09,2024-09-24 0:07:52,2024-09-26 0:07:52
77,SO000077,231,2025-12-15 9:33:21,Cancelled,0,2025-12-15 9:33:21,2025-12-23 9:33:21
78,SO000078,426,2024-10-17 15:52:48,Delivered,35431.12,2024-10-17 15:52:48,2024-10-21 15:52:48
79,SO000079,485,2025-01-19 22:54:09,Confirmed,90413.96,2025-01-19 22:54:09,2025-01-21 22:54:09
80,SO000080,231,2025-04-03 17:25:53,Shipped,24795,2025-04-03 17:25:53,2025-04-29 17:25:53
81,SO000081,14,2024-06-26 0:57:01,Delivered,67507.02,2024-06-26 0:57:01,2024-07-25 0:57:01
82,SO000082,203,2026-03-19 7:37:43,Cancelled,38704.71,2026-03-19 7:37:43,2026-03-20 7:37:43
83,SO000083,121,2026-04-18 11:56:04,Delivered,42442.11,2026-04-18 11:56:04,2026-04-29 11:56:04
84,SO000084,192,2025-06-09 12:06:49,Confirmed,89421.64,2025-06-09 12:06:49,2025-06-11 12:06:49
85,SO000085,164,2025-01-31 18:03:30,Pending,20081.8,2025-01-31 18:03:30,2025-01-31 18:03:30
86,SO000086,366,2026-04-12 18:07:24,Shipped,12159.43,2026-04-12 18:07:24,2026-05-08 18:07:24
87,SO000087,75,2024-05-14 9:36:38,Confirmed,73009.21,2024-05-14 9:36:38,2024-06-08 9:36:38
88,SO000088,147,2024-11-22 18:29:19,Delivered,120207.99,2024-11-22 18:29:19,2024-11-23 18:29:19
89,SO000089,426,2024-07-01 5:52:10,Confirmed,0,2024-07-01 5:52:10,2024-07-23 5:52:10
90,SO000090,362,2026-03-05 23:29:50,Delivered,57917.13,2026-03-05 23:29:50,2026-03-29 23:29:50
91,SO000091,316,2025-05-12 0:09:33,Pending,27533.44,2025-05-12 0:09:33,2025-05-26 0:09:33
92,SO000092,41,2025-10-06 14:50:30,Pending,82831.15,2025-10-06 14:50:30,2025-11-03 14:50:30
93,SO000093,111,2026-02-02 14:45:13,Confirmed,39627.51,2026-02-02 14:45:13,2026-02-10 14:45:13
94,SO000094,482,2025-11-19 14:25:34,Cancelled,24481.8,2025-11-19 14:25:34,2025-12-06 14:25:34
95,SO000095,217,2024-06-10 6:33:27,Pending,69678.99,2024-06-10 6:33:27,2024-06-26 6:33:27
96,SO000096,148,2025-10-07 3:20:03,Confirmed,174498.03,2025-10-07 3:20:03,2025-10-31 3:20:03
97,SO000097,63,2024-09-22 2:09:57,Pending,23282.93,2024-09-22 2:09:57,2024-10-01 2:09:57
98,SO000098,215,2024-06-03 6:23:05,Cancelled,100465.11,2024-06-03 6:23:05,2024-06-10 6:23:05
99,SO000099,33,2024-05-18 19:28:24,Pending,332611.54,2024-05-18 19:28:24,2024-06-01 19:28:24
100,SO000100,464,2024-06-05 7:57:29,Delivered,51586.99,2024-06-05 7:57:29,2024-07-01 7:57:29
101,SO000101,275,2026-01-21 13:53:21,Pending,25277.83,2026-01-21 13:53:21,2026-02-09 13:53:21
102,SO000102,264,2026-03-08 22:16:11,Cancelled,160040.36,2026-03-08 22:16:11,2026-03-28 22:16:11
103,SO000103,368,2024-06-18 6:49:10,Confirmed,77947.92,2024-06-18 6:49:10,2024-06-25 6:49:10
104,SO000104,220,2024-07-09 6:07:14,Pending,159144.46,2024-07-09 6:07:14,2024-07-18 6:07:14
105,SO000105,181,2025-05-05 4:50:49,Confirmed,15436.4,2025-05-05 4:50:49,2025-05-24 4:50:49
106,SO000106,214,2024-06-26 7:12:24,Confirmed,17204.24,2024-06-26 7:12:24,2024-07-14 7:12:24
107,SO000107,343,2025-11-04 22:47:31,Pending,67882.72,2025-11-04 22:47:31,2025-11-25 22:47:31
108,SO000108,500,2025-09-05 3:25:09,Shipped,24653.34,2025-09-05 3:25:09,2025-09-21 3:25:09
109,SO000109,489,2025-10-10 8:52:22,Cancelled,94160.2,2025-10-10 8:52:22,2025-10-12 8:52:22
110,SO000110,260,2025-08-24 14:50:23,Cancelled,51383.01,2025-08-24 14:50:23,2025-09-10 14:50:23
111,SO000111,11,2025-02-16 8:37:20,Delivered,86625.23,2025-02-16 8:37:20,2025-03-05 8:37:20
112,SO000112,241,2025-10-09 9:18:34,Pending,52725.42,2025-10-09 9:18:34,2025-11-05 9:18:34
113,SO000113,199,2025-06-21 21:36:54,Shipped,80192.18,2025-06-21 21:36:54,2025-07-11 21:36:54
114,SO000114,383,2026-02-09 5:10:15,Pending,24158.91,2026-02-09 5:10:15,2026-02-17 5:10:15
115,SO000115,404,2025-06-29 22:44:54,Pending,70577.72,2025-06-29 22:44:54,2025-07-10 22:44:54
116,SO000116,124,2025-05-22 11:48:39,Pending,72835.26,2025-05-22 11:48:39,2025-06-02 11:48:39
117,SO000117,298,2025-01-12 11:50:17,Shipped,64085.99,2025-01-12 11:50:17,2025-02-05 11:50:17
118,SO000118,23,2025-10-02 0:16:14,Shipped,170525.73,2025-10-02 0:16:14,2025-10-06 0:16:14
119,SO000119,174,2024-07-15 5:44:42,Confirmed,90221.74,2024-07-15 5:44:42,2024-08-01 5:44:42
120,SO000120,399,2025-10-25 5:54:28,Delivered,65290.58,2025-10-25 5:54:28,2025-11-20 5:54:28
121,SO000121,246,2025-12-18 2:19:11,Confirmed,0,2025-12-18 2:19:11,2026-01-09 2:19:11
122,SO000122,70,2024-07-31 18:34:15,Pending,36432.06,2024-07-31 18:34:15,2024-08-25 18:34:15
123,SO000123,398,2024-07-22 12:12:41,Delivered,166132.41,2024-07-22 12:12:41,2024-08-13 12:12:41
124,SO000124,151,2026-01-07 22:11:20,Confirmed,82021.74,2026-01-07 22:11:20,2026-01-08 22:11:20
125,SO000125,406,2026-01-04 14:53:57,Confirmed,125582.05,2026-01-04 14:53:57,2026-01-05 14:53:57
126,SO000126,22,2024-06-26 9:14:04,Shipped,0,2024-06-26 9:14:04,2024-07-24 9:14:04
127,SO000127,159,2025-10-13 12:11:06,Cancelled,199228.49,2025-10-13 12:11:06,2025-11-11 12:11:06
128,SO000128,418,2024-11-20 9:45:36,Cancelled,172053.81,2024-11-20 9:45:36,2024-12-02 9:45:36
129,SO000129,130,2025-10-09 3:57:02,Pending,45761.3,2025-10-09 3:57:02,2025-10-24 3:57:02
130,SO000130,332,2025-07-30 23:52:01,Confirmed,74306.34,2025-07-30 23:52:01,2025-08-23 23:52:01
131,SO000131,183,2025-07-16 16:08:23,Pending,117469.26,2025-07-16 16:08:23,2025-07-25 16:08:23
132,SO000132,336,2026-01-03 7:13:09,Shipped,201406.28,2026-01-03 7:13:09,2026-01-30 7:13:09
133,SO000133,64,2026-03-06 1:37:39,Shipped,252199.12,2026-03-06 1:37:39,2026-03-14 1:37:39
134,SO000134,456,2025-05-23 21:33:36,Delivered,131430.57,2025-05-23 21:33:36,2025-06-05 21:33:36
135,SO000135,226,2025-04-19 17:02:21,Delivered,92674.9,2025-04-19 17:02:21,2025-05-12 17:02:21
136,SO000136,499,2025-12-29 1:23:01,Confirmed,0,2025-12-29 1:23:01,2026-01-08 1:23:01
137,SO000137,355,2025-11-02 2:20:56,Delivered,154453.35,2025-11-02 2:20:56,2025-11-17 2:20:56
138,SO000138,474,2025-07-26 15:57:08,Cancelled,9292.64,2025-07-26 15:57:08,2025-08-06 15:57:08
139,SO000139,411,2024-12-28 5:16:50,Pending,84359.81,2024-12-28 5:16:50,2025-01-05 5:16:50
140,SO000140,218,2026-05-01 6:33:06,Pending,165520.46,2026-05-01 6:33:06,2026-05-24 6:33:06
141,SO000141,309,2024-06-11 1:11:41,Confirmed,99754.48,2024-06-11 1:11:41,2024-06-24 1:11:41
142,SO000142,151,2024-11-25 3:40:49,Shipped,43867.93,2024-11-25 3:40:49,2024-12-12 3:40:49
143,SO000143,41,2025-03-20 12:07:27,Shipped,96795.35,2025-03-20 12:07:27,2025-03-23 12:07:27
144,SO000144,152,2024-06-19 10:19:31,Shipped,25603.21,2024-06-19 10:19:31,2024-07-10 10:19:31
145,SO000145,309,2024-08-13 15:46:21,Delivered,21133.28,2024-08-13 15:46:21,2024-08-27 15:46:21
146,SO000146,354,2026-01-15 7:12:29,Delivered,160420.95,2026-01-15 7:12:29,2026-01-20 7:12:29
147,SO000147,229,2026-04-12 18:10:42,Pending,67657.99,2026-04-12 18:10:42,2026-04-23 18:10:42
148,SO000148,446,2024-06-02 3:33:25,Shipped,110267.2,2024-06-02 3:33:25,2024-06-25 3:33:25
149,SO000149,223,2025-05-12 23:55:57,Shipped,24275.6,2025-05-12 23:55:57,2025-05-31 23:55:57
150,SO000150,406,2025-12-22 12:17:17,Pending,19608.95,2025-12-22 12:17:17,2026-01-11 12:17:17
151,SO000151,344,2025-08-07 2:31:49,Delivered,32103.92,2025-08-07 2:31:49,2025-08-09 2:31:49
152,SO000152,263,2025-01-30 23:33:29,Confirmed,167625.92,2025-01-30 23:33:29,2025-02-10 23:33:29
153,SO000153,16,2024-08-28 8:22:05,Confirmed,140304.54,2024-08-28 8:22:05,2024-09-27 8:22:05
154,SO000154,312,2024-09-07 4:05:09,Delivered,69906.64,2024-09-07 4:05:09,2024-10-04 4:05:09
155,SO000155,65,2026-01-20 21:04:24,Pending,41023.47,2026-01-20 21:04:24,2026-01-21 21:04:24
156,SO000156,399,2025-10-10 16:03:12,Shipped,2529,2025-10-10 16:03:12,2025-10-17 16:03:12
157,SO000157,197,2024-05-27 21:04:34,Cancelled,57028.17,2024-05-27 21:04:34,2024-06-07 21:04:34
158,SO000158,310,2025-07-20 7:18:01,Confirmed,93963.68,2025-07-20 7:18:01,2025-07-21 7:18:01
159,SO000159,231,2024-07-06 1:17:00,Shipped,39281.44,2024-07-06 1:17:00,2024-07-27 1:17:00
160,SO000160,228,2025-06-21 22:01:51,Pending,21976.58,2025-06-21 22:01:51,2025-07-02 22:01:51
161,SO000161,71,2026-02-27 3:50:18,Cancelled,240556.11,2026-02-27 3:50:18,2026-03-17 3:50:18
162,SO000162,204,2025-05-07 19:02:38,Shipped,0,2025-05-07 19:02:38,2025-05-18 19:02:38
163,SO000163,143,2026-02-22 11:50:45,Confirmed,121160.32,2026-02-22 11:50:45,2026-03-14 11:50:45
164,SO000164,59,2025-05-24 21:31:27,Pending,113968.35,2025-05-24 21:31:27,2025-06-23 21:31:27
165,SO000165,96,2025-09-22 16:14:37,Delivered,2999.58,2025-09-22 16:14:37,2025-10-15 16:14:37
166,SO000166,199,2026-01-08 12:45:47,Cancelled,62210.52,2026-01-08 12:45:47,2026-01-24 12:45:47
167,SO000167,135,2026-03-26 12:27:30,Shipped,67439.68,2026-03-26 12:27:30,2026-03-29 12:27:30
168,SO000168,229,2024-09-23 11:00:48,Confirmed,109961.2,2024-09-23 11:00:48,2024-10-15 11:00:48
169,SO000169,147,2024-10-15 5:19:04,Delivered,41103.52,2024-10-15 5:19:04,2024-11-03 5:19:04
170,SO000170,63,2025-07-14 17:22:58,Confirmed,112740.08,2025-07-14 17:22:58,2025-07-20 17:22:58
171,SO000171,38,2025-01-05 20:26:13,Delivered,74060.18,2025-01-05 20:26:13,2025-02-01 20:26:13
172,SO000172,461,2025-01-27 14:39:00,Delivered,89979.99,2025-01-27 14:39:00,2025-02-01 14:39:00
173,SO000173,415,2024-05-22 15:04:08,Shipped,21119.9,2024-05-22 15:04:08,2024-05-24 15:04:08
174,SO000174,178,2024-12-14 9:28:14,Pending,52690.35,2024-12-14 9:28:14,2025-01-04 9:28:14
175,SO000175,278,2024-05-16 5:26:31,Shipped,195001.33,2024-05-16 5:26:31,2024-06-02 5:26:31
176,SO000176,154,2025-11-17 8:27:32,Confirmed,155229.04,2025-11-17 8:27:32,2025-12-15 8:27:32
177,SO000177,364,2025-01-18 1:20:46,Confirmed,26610.72,2025-01-18 1:20:46,2025-02-09 1:20:46
178,SO000178,186,2025-06-01 8:48:17,Cancelled,171492.15,2025-06-01 8:48:17,2025-06-26 8:48:17
179,SO000179,63,2025-04-28 6:09:33,Confirmed,25290,2025-04-28 6:09:33,2025-05-05 6:09:33
180,SO000180,72,2025-12-08 14:31:58,Confirmed,40189.26,2025-12-08 14:31:58,2026-01-02 14:31:58
181,SO000181,253,2025-10-10 21:22:37,Pending,37781.07,2025-10-10 21:22:37,2025-11-04 21:22:37
182,SO000182,284,2026-03-18 23:54:47,Cancelled,71306.14,2026-03-18 23:54:47,2026-03-29 23:54:47
183,SO000183,240,2024-11-23 22:36:28,Cancelled,10879.49,2024-11-23 22:36:28,2024-12-04 22:36:28
184,SO000184,314,2025-07-04 3:02:26,Pending,9231.54,2025-07-04 3:02:26,2025-07-08 3:02:26
185,SO000185,159,2025-11-25 15:38:11,Delivered,49348.47,2025-11-25 15:38:11,2025-11-27 15:38:11
186,SO000186,369,2025-08-06 11:50:16,Delivered,19084.02,2025-08-06 11:50:16,2025-08-28 11:50:16
187,SO000187,211,2024-09-15 3:29:42,Delivered,51667.25,2024-09-15 3:29:42,2024-10-01 3:29:42
188,SO000188,295,2024-08-31 20:08:30,Pending,176514.36,2024-08-31 20:08:30,2024-09-26 20:08:30
189,SO000189,498,2024-06-06 13:38:57,Shipped,82888.81,2024-06-06 13:38:57,2024-06-10 13:38:57
190,SO000190,38,2024-12-26 4:58:43,Delivered,138793.89,2024-12-26 4:58:43,2025-01-15 4:58:43
191,SO000191,349,2024-10-10 1:15:06,Cancelled,139961.53,2024-10-10 1:15:06,2024-10-24 1:15:06
192,SO000192,66,2025-02-23 2:48:01,Cancelled,36102.18,2025-02-23 2:48:01,2025-03-06 2:48:01
193,SO000193,301,2025-12-02 4:56:25,Confirmed,182977.72,2025-12-02 4:56:25,2025-12-22 4:56:25
194,SO000194,495,2025-09-08 6:25:21,Confirmed,76693.96,2025-09-08 6:25:21,2025-10-02 6:25:21
195,SO000195,258,2026-01-05 21:41:48,Pending,68817.5,2026-01-05 21:41:48,2026-01-18 21:41:48
196,SO000196,64,2026-03-27 2:19:19,Cancelled,73960.02,2026-03-27 2:19:19,2026-04-22 2:19:19
197,SO000197,156,2025-02-24 15:55:06,Confirmed,110467.08,2025-02-24 15:55:06,2025-02-28 15:55:06
198,SO000198,166,2024-11-24 8:09:27,Confirmed,52744.1,2024-11-24 8:09:27,2024-11-29 8:09:27
199,SO000199,486,2024-10-13 6:29:19,Cancelled,78419.58,2024-10-13 6:29:19,2024-10-24 6:29:19
200,SO000200,146,2026-01-14 13:19:32,Pending,42320.04,2026-01-14 13:19:32,2026-02-11 13:19:32
201,SO000201,101,2025-04-01 11:01:39,Cancelled,160762.21,2025-04-01 11:01:39,2025-04-09 11:01:39
202,SO000202,65,2025-04-21 1:06:14,Shipped,95429.73,2025-04-21 1:06:14,2025-04-29 1:06:14
203,SO000203,274,2024-05-11 2:22:40,Pending,90692.45,2024-05-11 2:22:40,2024-05-30 2:22:40
204,SO000204,329,2025-01-13 9:11:10,Confirmed,108182.48,2025-01-13 9:11:10,2025-01-29 9:11:10
205,SO000205,483,2025-06-07 16:20:44,Cancelled,58602.8,2025-06-07 16:20:44,2025-06-25 16:20:44
206,SO000206,88,2025-07-22 22:12:33,Cancelled,72236.55,2025-07-22 22:12:33,2025-07-26 22:12:33
207,SO000207,462,2026-03-07 2:39:32,Cancelled,82114.6,2026-03-07 2:39:32,2026-03-30 2:39:32
208,SO000208,432,2025-01-04 22:42:10,Cancelled,62700.88,2025-01-04 22:42:10,2025-01-14 22:42:10
209,SO000209,423,2025-12-14 23:34:32,Pending,114834.69,2025-12-14 23:34:32,2025-12-15 23:34:32
210,SO000210,24,2025-11-22 14:49:26,Cancelled,106228.72,2025-11-22 14:49:26,2025-11-24 14:49:26
211,SO000211,334,2025-04-26 0:39:57,Confirmed,233334.59,2025-04-26 0:39:57,2025-05-04 0:39:57
212,SO000212,293,2024-07-28 23:11:24,Delivered,134990.01,2024-07-28 23:11:24,2024-08-21 23:11:24
213,SO000213,328,2026-02-20 13:44:57,Pending,95386.55,2026-02-20 13:44:57,2026-03-11 13:44:57
214,SO000214,456,2025-07-01 18:00:27,Cancelled,0,2025-07-01 18:00:27,2025-07-16 18:00:27
215,SO000215,329,2025-10-14 12:17:51,Shipped,34141.44,2025-10-14 12:17:51,2025-10-23 12:17:51
216,SO000216,126,2024-06-06 7:48:55,Delivered,163457.19,2024-06-06 7:48:55,2024-06-21 7:48:55
217,SO000217,233,2025-10-09 13:53:45,Pending,176315.19,2025-10-09 13:53:45,2025-10-18 13:53:45
218,SO000218,31,2025-07-24 21:18:27,Confirmed,96860.82,2025-07-24 21:18:27,2025-08-15 21:18:27
219,SO000219,213,2024-10-31 8:33:59,Delivered,38467.98,2024-10-31 8:33:59,2024-11-14 8:33:59
220,SO000220,105,2024-10-07 22:44:15,Shipped,193778.94,2024-10-07 22:44:15,2024-10-21 22:44:15
221,SO000221,74,2026-03-23 10:08:52,Shipped,8377.16,2026-03-23 10:08:52,2026-04-11 10:08:52
222,SO000222,368,2025-07-21 13:07:21,Shipped,34124.14,2025-07-21 13:07:21,2025-08-17 13:07:21
223,SO000223,441,2025-05-10 5:27:22,Shipped,16912.91,2025-05-10 5:27:22,2025-06-02 5:27:22
224,SO000224,67,2025-02-14 12:48:10,Shipped,144040.33,2025-02-14 12:48:10,2025-02-26 12:48:10
225,SO000225,288,2026-02-14 15:53:48,Pending,89498.94,2026-02-14 15:53:48,2026-03-02 15:53:48
226,SO000226,124,2025-11-01 2:12:30,Delivered,64937.69,2025-11-01 2:12:30,2025-11-11 2:12:30
227,SO000227,137,2025-12-11 21:53:01,Delivered,138810.4,2025-12-11 21:53:01,2025-12-14 21:53:01
228,SO000228,73,2025-02-27 13:05:47,Pending,63573.62,2025-02-27 13:05:47,2025-03-06 13:05:47
229,SO000229,149,2025-08-21 21:19:33,Delivered,129411.69,2025-08-21 21:19:33,2025-08-22 21:19:33
230,SO000230,316,2025-03-02 17:14:32,Delivered,46145.49,2025-03-02 17:14:32,2025-03-29 17:14:32
231,SO000231,493,2026-04-17 15:00:13,Confirmed,254394.45,2026-04-17 15:00:13,2026-04-24 15:00:13
232,SO000232,168,2025-06-05 0:07:00,Cancelled,48876.3,2025-06-05 0:07:00,2025-07-01 0:07:00
233,SO000233,161,2025-04-21 15:28:14,Confirmed,66713.88,2025-04-21 15:28:14,2025-05-14 15:28:14
234,SO000234,82,2024-11-09 3:25:08,Delivered,35122.67,2024-11-09 3:25:08,2024-12-03 3:25:08
235,SO000235,240,2024-12-31 16:06:08,Delivered,40244.12,2024-12-31 16:06:08,2025-01-16 16:06:08
236,SO000236,158,2024-12-24 16:05:41,Delivered,53661.82,2024-12-24 16:05:41,2025-01-21 16:05:41
237,SO000237,47,2024-06-11 12:55:11,Delivered,84718.02,2024-06-11 12:55:11,2024-06-11 12:55:11
238,SO000238,235,2025-06-17 5:37:29,Confirmed,92936.06,2025-06-17 5:37:29,2025-07-03 5:37:29
239,SO000239,299,2024-08-24 13:22:32,Shipped,24483.48,2024-08-24 13:22:32,2024-08-30 13:22:32
